timestamp,reconstruction_error,actual_fault,predicted_fault
1078,0.5038339352062007,0,1
1079,0.5046020907751028,0,1
1080,0.49938722435178984,0,1
1081,0.5034073402304243,0,1
1082,0.4991172392800326,0,1
1083,0.5018329136163796,0,1
1084,0.46646332830284126,0,0
1085,0.47135453617734435,0,0
1086,0.4827712117347197,0,0
1087,0.48430097277004586,0,1
1088,0.49378747829336395,0,1
1089,0.4952908251939254,0,1
1090,0.4945992118205202,0,1
1091,0.48941728515622945,0,1
1092,0.479493624046414,0,0
1093,0.47265806159704576,0,0
1094,0.45893244946795264,0,0
1095,0.4467299740575841,0,0
1096,0.4386620101683347,0,0
1097,0.43186504412733046,0,0
1098,0.4263162035207043,0,0
1099,0.42047607968461104,0,0
1100,0.41346141572529865,0,0
1101,0.40883129766254356,0,0
1102,0.40552040956714325,0,0
1103,0.40197493129439527,0,0
1104,0.3987002754660239,0,0
1105,0.3979007198388614,0,0
1106,0.3912079795263772,0,0
1107,0.390391925375701,0,0
1108,0.3887421802252872,0,0
1109,0.3890594038231664,0,0
1110,0.39055172123101944,0,0
1111,0.38447698494660804,0,0
1112,0.3851166524391756,0,0
1113,0.37868464299440174,0,0
1114,0.3742911982950852,0,0
1115,0.37243106592245007,0,0
1116,0.3572106714492336,0,0
1117,0.3574801444545338,0,0
1118,0.3457483556165033,0,0
1119,0.34257490102756566,0,0
1120,0.3436217910830247,0,0
1121,0.3427630615326347,0,0
1122,0.3488896639204719,0,0
1123,0.35521707221025195,0,0
1124,0.36205010369186524,0,0
1125,0.3718353496461406,0,0
1126,0.37738478216662036,0,0
1127,0.3794345026944019,0,0
1128,0.3778265740624571,0,0
1129,0.3747183136944966,0,0
1130,0.36915651242052255,0,0
1131,0.36286921008093964,0,0
1132,0.3569631669781703,0,0
1133,0.35031400603174656,0,0
1134,0.35939602159775685,0,0
1135,0.362240445052127,0,0
1136,0.36448913981975245,0,0
1137,0.37187781823221905,0,0
1138,0.38577978643820265,0,0
1139,0.4001351677904613,0,0
1140,0.4072013798872686,0,0
1141,0.4135877193715622,0,0
1142,0.4211137714036876,0,0
1143,0.4192826090420075,1,0
1144,0.4411023199816602,1,0
1145,0.46813302207541413,0,0
1146,0.4790134042225277,0,0
1147,0.4918913858552376,0,1
1148,0.5137952504511869,0,1
1149,0.5243597624240651,0,1
1150,0.5271938818745219,0,1
1151,0.535458080902117,0,1
1152,0.5326642996329591,0,1
1153,0.5297325729473263,0,1
1154,0.5266397892791924,0,1
1155,0.516878335080695,0,1
1156,0.5058032012306402,0,1
1157,0.4947051065873887,0,1
1158,0.48855125849148223,0,1
1159,0.4861171384302053,0,1
1160,0.480377130652492,0,0
1161,0.49071640085802937,0,1
1162,0.49335317946282037,0,1
1163,0.48573173851374446,0,1
1164,0.48119242439810117,0,0
1165,0.46836296979434355,0,0
1166,0.4609116834645373,0,0
1167,0.44542570935758136,0,0
1168,0.43116582756597305,0,0
1169,0.4180552321498848,0,0
1170,0.4088534786618001,0,0
1171,0.4016609528900598,0,0
1172,0.3909325134933328,0,0
1173,0.3875950172330654,0,0
1174,0.3707025701754794,0,0
1175,0.349963597632622,0,0
1176,0.35199139779126354,0,0
1177,0.3528507522019775,0,0
1178,0.34713452230274083,0,0
1179,0.35295805166798516,0,0
1180,0.36711295169588515,0,0
1181,0.38031622865851733,0,0
1182,0.3860840489911374,0,0
1183,0.3966297597031808,0,0
1184,0.39454300194881764,0,0
1185,0.39899802776488913,0,0
1186,0.3955145161062992,0,0
1187,0.39783800808279396,0,0
1188,0.41015137548318703,0,0
1189,0.4243087672548941,0,0
1190,0.4450134105347583,0,0
1191,0.4552717829003976,0,0
1192,0.45485996339951357,0,0
1193,0.4614767513348037,0,0
1194,0.4612312853100636,0,0
1195,0.4724170755997035,0,0
1196,0.4830815633474694,0,0
1197,0.4857412290123339,0,1
1198,0.4950112434054296,0,1
1199,0.5070945505737713,0,1
1200,0.5216001150737695,0,1
1201,0.5241264605516376,0,1
1202,0.5205621451839936,0,1
1203,0.5166098123203832,0,1
1204,0.5204999939092341,0,1
1205,0.5209349310121243,0,1
1206,0.5152751327691235,0,1
1207,0.5190999324072336,0,1
1208,0.5245407915810035,0,1
1209,0.5270442618059252,0,1
1210,0.5245134038104864,0,1
1211,0.5237359690007963,0,1
1212,0.5240947792404134,0,1
1213,0.5094740442959461,0,1
1214,0.5020404400367724,0,1
1215,0.4849986353961402,0,1
1216,0.48041668883182387,0,0
1217,0.4825982082277602,0,0
1218,0.4804074643957875,0,0
1219,0.48007633058796384,0,0
1220,0.48298721731695127,0,0
1221,0.4781177105765068,0,0
1222,0.4780206444110144,0,0
1223,0.46844057050622084,0,0
1224,0.46173773639013593,0,0
1225,0.45753212034762564,0,0
1226,0.4504139356673401,0,0
1227,0.46845096436253836,0,0
1228,0.48036108370124986,0,0
1229,0.47720491219348676,0,0
1230,0.47384410041905656,0,0
1231,0.4705835005780609,0,0
1232,0.47409778260151414,0,0
1233,0.47522847565962373,0,0
1234,0.4629546066686617,0,0
1235,0.4559268326589998,0,0
1236,0.4575134812026821,0,0
1237,0.4433358571805671,0,0
1238,0.43577463148586587,0,0
1239,0.4257473580833539,0,0
1240,0.42177655052323276,0,0
1241,0.41764926875903025,0,0
1242,0.41435812887752593,0,0
1243,0.41291959979475984,0,0
1244,0.4158309044507118,0,0
1245,0.4177831109903643,0,0
1246,0.42132508727341283,0,0
1247,0.42969104178482387,0,0
1248,0.43456490415606347,0,0
1249,0.44319233503661176,0,0
1250,0.4389714617192541,0,0
1251,0.4408463206607782,0,0
1252,0.43045787760171594,0,0
1253,0.42118458949850435,0,0
1254,0.4140704042676226,0,0
1255,0.40256714971781593,0,0
1256,0.40152998132154993,0,0
1257,0.39533822776664906,0,0
1258,0.3907921091958825,0,0
1259,0.389623041052788,0,0
1260,0.38447849237503323,0,0
1261,0.3876300571180073,0,0
1262,0.3918517623205892,0,0
1263,0.39502918312290997,0,0
1264,0.3987081262948114,0,0
1265,0.3970398329861865,0,0
1266,0.39303105448345865,0,0
1267,0.3904526484603516,0,0
1268,0.3857917923827863,0,0
1269,0.3826422494152098,0,0
1270,0.3772275475245136,0,0
1271,0.36722455200286913,0,0
1272,0.36018536581098143,0,0
1273,0.35560488222633774,0,0
1274,0.3485567878864435,0,0
1275,0.3491806514896204,0,0
1276,0.347462376798289,0,0
1277,0.35135268657075064,0,0
1278,0.35710642964259054,0,0
1279,0.3606328768014686,0,0
1280,0.3631580363757103,0,0
1281,0.35975544034968077,0,0
1282,0.35324685600565936,0,0
1283,0.3510352959338538,0,0
1284,0.34590392813900916,0,0
1285,0.3464353283800507,0,0
1286,0.3401200091284252,0,0
1287,0.34111117501009425,0,0
1288,0.3430810080613221,0,0
1289,0.34861892115403625,0,0
1290,0.34876173718199166,0,0
1291,0.3528318817849088,0,0
1292,0.35489549326669834,0,0
1293,0.35688066699686277,0,0
1294,0.3572582714640614,0,0
1295,0.3599386482724417,0,0
1296,0.3627761118214054,0,0
1297,0.3664145178959015,0,0
1298,0.37285092890802735,0,0
1299,0.3728116957366433,0,0
1300,0.3656800593905295,0,0
1301,0.36269680525883746,0,0
1302,0.3631901286121379,0,0
1303,0.36439605084639887,0,0
1304,0.36091763938671484,0,0
1305,0.35754505041978923,0,0
1306,0.3550414706268556,0,0
1307,0.35544757593434,0,0
1308,0.3495930143876646,0,0
1309,0.35119480591237867,0,0
1310,0.3540846388304236,0,0
1311,0.3621088696423056,0,0
1312,0.3633895392357771,0,0
1313,0.36805502710009197,0,0
1314,0.3726708341743225,0,0
1315,0.375162820387198,0,0
1316,0.3766964802698259,0,0
1317,0.38036594084541,0,0
1318,0.3833239141564342,0,0
1319,0.38030165723078324,0,0
1320,0.3864646768801775,0,0
1321,0.3902733860434605,0,0
1322,0.3910521440740219,0,0
1323,0.3968299369936784,0,0
1324,0.40008845604977056,0,0
1325,0.4074072512496856,0,0
1326,0.41408698216456497,0,0
1327,0.41445356591779653,0,0
1328,0.412217047809147,0,0
1329,0.41078454233323825,0,0
1330,0.412688846562149,0,0
1331,0.4123927515331561,0,0
1332,0.40747713467388164,0,0
1333,0.40283170314377204,0,0
1334,0.404658542882162,0,0
1335,0.4051741117218793,0,0
1336,0.4012351412159496,0,0
1337,0.3971132179081401,0,0
1338,0.4009567690959341,0,0
1339,0.40274173774718025,0,0
1340,0.4072855019795867,0,0
1341,0.40864821882711383,0,0
1342,0.4114318272044249,0,0
1343,0.41109749641759286,0,0
1344,0.4201294592905913,0,0
1345,0.4234503250429275,0,0
1346,0.4285028695399425,0,0
1347,0.42985487559889357,0,0
1348,0.43207233898700637,0,0
1349,0.43157981799334966,0,0
1350,0.4211528783524944,0,0
1351,0.41357026372086236,0,0
1352,0.4079541679285991,0,0
1353,0.40232276564474795,0,0
1354,0.4039258778001735,0,0
1355,0.4041771994050235,0,0
1356,0.4153080265596837,0,0
1357,0.41780437506765056,0,0
1358,0.4172148895866878,0,0
1359,0.42134024642148216,0,0
1360,0.42539357987114357,0,0
1361,0.43936002014456926,0,0
1362,0.43780202789788003,0,0
1363,0.441088717823341,0,0
1364,0.439333914488788,0,0
1365,0.43613920629830594,0,0
1366,0.43702274657737356,0,0
1367,0.4394296506591055,0,0
1368,0.4364694493338548,0,0
1369,0.43536523171217345,0,0
1370,0.4352523000175721,0,0
1371,0.43758071370873874,0,0
1372,0.4446396182202861,0,0
1373,0.4509233659984902,0,0
1374,0.4544775620887596,0,0
1375,0.4579406674209821,0,0
1376,0.4622681493556537,0,0
1377,0.47077451882549337,0,0
1378,0.4672853646939026,0,0
1379,0.46830394534893693,0,0
1380,0.46989989805731813,0,0
1381,0.47171233394165074,0,0
1382,0.4729682254053238,0,0
1383,0.470637928005947,1,0
1384,0.48702002246297105,0,1
1385,0.4916811083838151,0,1
1386,0.4902382190863103,0,1
1387,0.4867607158690116,0,1
1388,0.4879782802329708,0,1
1389,0.5009441016646025,0,1
1390,0.509239601073716,0,1
1391,0.5011573526672438,0,1
